"indicator_id","indicator_name"
"per_sa_ik.bry_q1_totmr","Beneficiary incidence in 1st quintile (poorest) (%) - In-Kind and Food Transfers -male-recipient"
"per_sa_ik.bry_q2_preT_totfr","Beneficiary incidence in 2nd quintile (%) - In-Kind and Food Transfers (preT) -female-recipient"
"per_sa_ik.bry_q2_preT_totmr","Beneficiary incidence in 2nd quintile (%) - In-Kind and Food Transfers (preT) -male-recipient"
"per_sa_ik.bry_q2_totfr","Beneficiary incidence in 2nd quintile (%) - In-Kind and Food Transfers -female-recipient of programs"
"per_sa_ik.bry_q2_totmr","Beneficiary incidence in 2nd quintile (%) - In-Kind and Food Transfers -male-recipient of programs"
"per_sa_ik.bry_q3_preT_totfr","Beneficiary incidence in 3rd quintile (%) - In-Kind and Food Transfers (preT) -female-recipient"
"per_sa_ik.bry_q3_preT_totmr","Beneficiary incidence in 3rd quintile (%) - In-Kind and Food Transfers (preT) -male-recipient"
"per_sa_ik.bry_q3_totfr","Beneficiary incidence in 3rd quintile (%) - In-Kind and Food Transfers -female-recipient of programs"
"per_sa_ik.bry_q3_totmr","Beneficiary incidence in 3rd quintile (%) - In-Kind and Food Transfers -male-recipient of programs"
"per_sa_ik.bry_q4_preT_totfr","Beneficiary incidence in 4th quintile (%) - In-Kind and Food Transfers (preT) -female-recipient"
"per_sa_ik.bry_q4_preT_totmr","Beneficiary incidence in 4th quintile (%) - In-Kind and Food Transfers (preT) -male-recipient"
"per_sa_ik.bry_q4_totfr","Beneficiary incidence in 4th quintile (%) - In-Kind and Food Transfers -female-recipient of programs"
"per_sa_ik.bry_q4_totmr","Beneficiary incidence in 4th quintile (%) - In-Kind and Food Transfers -male-recipient of programs"
"per_sa_ik.bry_q5_preT_totfr","Beneficiary incidence in 5th quintile(richest)(%)-In-Kind and Food Transfers(preT)-female-recipient"
"per_sa_ik.bry_q5_preT_totmr","Beneficiary incidence in 5th quintile (richest) (%)-In-Kind and Food Transfers (preT)-male-recipient"
"per_sa_ik.bry_q5_totfr","Beneficiary incidence in 5th quintile (richest) (%) - In-Kind and Food Transfers -female-recipient"
"per_sa_ik.bry_q5_totmr","Beneficiary incidence in 5th quintile (richest) (%) - In-Kind and Food Transfers -male-recipient"
"per_sa_ik.cov_pop_totf","Coverage (%) - In-Kind and Food Transfers -female-beneficiary"
"per_sa_ik.cov_pop_totm","Coverage (%) - In-Kind and Food Transfers -male-beneficiary"
