"flow_id","code","code_name"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC11_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC11_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC11_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC11_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC12_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC12_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC12_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC12_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC12_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC12_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC14_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC14_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC14_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC14_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC14_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC14_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC15_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC15_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC15_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC15_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC15_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC15_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC17_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC17_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC17_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC2_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC2_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC2_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC5_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC5_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC5_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC5_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC5_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC5_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC9_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC9_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_EC9_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SM3MUTY_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, More than 3 months and up to 1 year, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC1_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC1_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC1_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC10_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC10_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC10_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC10_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC10_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC10_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC11_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC11_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC11_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC11_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC11_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC11_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC12_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC12_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC12_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC12_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC12_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC12_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC14_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC14_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC14_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, + 5 % (Depreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC14_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC14_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC14_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, + 5 % (Depreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC15_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC15_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC15_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, At Current Exchange Rate, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC15_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC15_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC15_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, At Current Exchange Rate, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC17_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC17_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC17_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought calls, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC2_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC2_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC2_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Bought Puts, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC5_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC5_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC5_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, +10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC5_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC5_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC5_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, In-the-money Options, +10 % (Depreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC9_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC9_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_EC9_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Written Puts, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Long positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Short positions"
"IRFCL","IRFCLDT3_IRFCL5_SUTM_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Options in foreign currencies vis a  vis the domestic currency, Up to 1 month, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC1_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC1_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC1_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, Written Calls, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC10_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC10_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC10_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC10_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC10_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC10_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, Other, Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC11_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC11_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC11_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC11_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC11_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC11_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 10 % (Appreciation of 10%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC12_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC12_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC12_LP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC12_SHP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC12_SHP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC12_SHP_XDC","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, - 5 % (Appreciation of 5%), Short positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC13_LP_EUR","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Long positions"
"IRFCL","IRFCLDT3_IRFCL5T_EC13_LP_USD","Contingent short-term net drains on foreign currency assets (nominal value), Total options in foreign currencies vis-a-vis the domestic currency, In-the-money Options, + 10 % (Depreciation of 10%), Long positions"
