flow_id,flow_name,dsd_ref,concept_ref,codelist_id,indicator_candidate,code,code_name,parent_code
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,TMG_RPCH,"Imports of goods, Volume, Cost insurance freight (CIF), Percent change",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PSOFTW,"Softwood, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PHARDW,"Hardwood, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PCPIPCH,"All Items, Consumer price index (CPI), Period average, percent change",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PMEATW,"Meat, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PFANDBW,"Food and beverage, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PCPIEPCH,"All Items, Consumer price index (CPI), End-of-period (EoP), percent change",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PNFUELW,"Non-fuel, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PNRGW,"Energy, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,LP,"Population, Persons for countries / Index for country groups",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PNGASW,"Natural gas, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PPPEX,"Rate, Domestic currency per international dollar in PPP terms, ICP benchmarks 2017-2021",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PFOODW,"Food, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PMETAW,"Metal, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,POILAPSPW,"APSP crude oil, Commodity price index",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,NID_NGDP,"Gross capital formation, Percent of GDP",NA
WEO,World Economic Outlook (WEO),DSD_WEO,INDICATOR,CL_WEO_INDICATOR,TRUE,PVOILW,"Vegetable oil, Commodity price index",NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,BSI,Bank stock index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CCPI,Core consumer price index (CPI),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CCPISVN,Core consumer price index (CCPI) (SVN),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CECO,"Commodity price index, energy, crude oil (petroleum)",NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CEMPI,Commodity net export price index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CEPI,Commodity export price index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CHICPIF,Core HICP inflation forecast,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CMPI,Commodity import price index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CPCE,Core PCE Price Index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CPI,Consumer price index (CPI),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CPIR,Relative consumer price index (CPI),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CPIU,Consumer price index (Urban),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,CPIX,Commodity price index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,D,Deflator,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,DMN_EMP_CR_SQSCLD,Flexible exchange market pressure index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,EPI,Export price index (XPI),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,FSI,Financial stress indicators,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,HFIDX,Herfindahl index,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,HICP,Harmonised index of consumer prices (HICP),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,IPIX,Industrial production index (IPI),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,L,Chain linked volume,NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,LR,Chain linked volume (rebased),NA
CPI,Consumer Price Index (CPI),DSD_CPI,INDEX_TYPE,CL_INDEX_TYPE,TRUE,MPI,Import price index,NA
